issue_number,slug,title,issue_state,issue_created_at,issue_closed_at,actual_session_elapsed_seconds,actual_session_elapsed_status,actual_session_elapsed_source,github_cycle_time_seconds,github_cycle_time_status,github_cycle_time_source,actual_total_tokens,actual_total_tokens_status,actual_total_tokens_source,row_contract_completeness,row_contract_missing_fields,metric_availability_class,full_metrics_known,row_confidence,notes,source_prompt_relpath,sor_relpath
4185,v0-91-6-runtime-plan-integrated-runtime-soak-sprint,[v0.91.6][runtime] Plan integrated runtime soak sprint,closed,2026-06-19T06:16:23Z,2026-06-20T07:58:37Z,1833,derived,sor_execution_window,92534,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4185-v0-91-6-runtime-plan-integrated-runtime-soak-sprint.md,.adl/v0.91.6/tasks/issue-4185__v0-91-6-runtime-plan-integrated-runtime-soak-sprint/sor.md
4190,v0-91-6-tools-finish-fix-native-merge-path-stalling-on-green-draft-pr-validation,[v0.91.6][tools][finish] Fix native merge path stalling on green draft PR validation,closed,2026-06-19T07:26:20Z,2026-06-19T07:51:24Z,485,derived,sor_execution_window,1504,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4190-v0-91-6-tools-finish-fix-native-merge-path-stalling-on-green-draft-pr-validation.md,.adl/v0.91.6/tasks/issue-4190__v0-91-6-tools-finish-fix-native-merge-path-stalling-on-green-draft-pr-validation/sor.md
4196,v0-91-6-ci-runtime-route-manifest-only-rust-prs-to-bounded-pr-fast-validation,[v0.91.6][ci][runtime] Route manifest-only Rust PRs to bounded PR-fast validation,closed,2026-06-19T08:11:19Z,2026-06-20T19:52:01Z,unknown,unknown,sor_issue_metrics_truth,128442,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,cycle_only_recovered,no,low,actual_session_elapsed: Derived from the issue-local SOR Issue Metrics Truth section when present. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4196-v0-91-6-ci-runtime-route-manifest-only-rust-prs-to-bounded-pr-fast-validation.md,.adl/v0.91.6/tasks/issue-4196__v0-91-6-ci-runtime-route-manifest-only-rust-prs-to-bounded-pr-fast-validation/sor.md
4199,v0-91-6-tools-quality-add-manifest-driven-validation-lane-selector-and-test-shepherd,[v0.91.6][tools][quality] Add manifest-driven validation lane selector,closed,2026-06-19T08:25:08Z,2026-06-19T09:17:16Z,34988,derived,sor_execution_window,3128,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4199-v0-91-6-tools-quality-add-manifest-driven-validation-lane-selector-and-test-shepherd.md,.adl/v0.91.6/tasks/issue-4199__v0-91-6-tools-quality-add-manifest-driven-validation-lane-selector-and-test-shepherd/sor.md
4212,v0-91-6-tools-validation-manager-and-test-tax-recovery-mini-sprint,[v0.91.6][tools] Validation manager and test-tax recovery mini-sprint,closed,2026-06-19T17:15:09Z,2026-06-20T02:59:03Z,unknown,unknown,sor_issue_metrics_truth,35034,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,cycle_only_recovered,no,low,actual_session_elapsed: Derived from the issue-local SOR Issue Metrics Truth section when present. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4212-v0-91-6-tools-validation-manager-and-test-tax-recovery-mini-sprint.md,.adl/v0.91.6/tasks/issue-4212__v0-91-6-tools-validation-manager-and-test-tax-recovery-mini-sprint/sor.md
4213,v0-91-6-tools-validation-build-test-inventory-and-attribution-report,[v0.91.6][tools][validation] Build test inventory and attribution report,closed,2026-06-19T17:15:21Z,2026-06-20T00:30:36Z,1095,derived,sor_execution_window,26115,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4213-v0-91-6-tools-validation-build-test-inventory-and-attribution-report.md,.adl/v0.91.6/tasks/issue-4213__v0-91-6-tools-validation-build-test-inventory-and-attribution-report/sor.md
4214,v0-91-6-tools-validation-create-validation-surface-manifest,[v0.91.6][tools][validation] Create validation surface manifest,closed,2026-06-19T17:15:24Z,2026-06-19T19:02:37Z,536,derived,sor_execution_window,6433,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4214-v0-91-6-tools-validation-create-validation-surface-manifest.md,.adl/v0.91.6/tasks/issue-4214__v0-91-6-tools-validation-create-validation-surface-manifest/sor.md
4215,v0-91-6-tools-validation-implement-validation-manager-profiles,[v0.91.6][tools][validation] Implement validation manager profiles,closed,2026-06-19T17:15:26Z,2026-06-19T19:06:50Z,5201,derived,sor_execution_window,6684,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4215-v0-91-6-tools-validation-implement-validation-manager-profiles.md,.adl/v0.91.6/tasks/issue-4215__v0-91-6-tools-validation-implement-validation-manager-profiles/sor.md
4216,v0-91-6-tools-rust-split-issue-and-validation-hot-paths-into-small-binaries,[v0.91.6][tools][rust] Split issue and validation hot paths into small binaries,closed,2026-06-19T17:15:28Z,2026-06-20T02:55:25Z,6110,derived,sor_execution_window,34797,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4216-v0-91-6-tools-rust-split-issue-and-validation-hot-paths-into-small-binaries.md,.adl/v0.91.6/tasks/issue-4216__v0-91-6-tools-rust-split-issue-and-validation-hot-paths-into-small-binaries/sor.md
4217,v0-91-6-tools-validation-integrate-validation-manager-with-ci-and-pr-finish,[v0.91.6][tools][validation] Integrate validation manager with CI and pr finish,closed,2026-06-19T17:15:30Z,2026-06-19T20:18:07Z,12027,derived,sor_execution_window,10957,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4217-v0-91-6-tools-validation-integrate-validation-manager-with-ci-and-pr-finish.md,.adl/v0.91.6/tasks/issue-4217__v0-91-6-tools-validation-integrate-validation-manager-with-ci-and-pr-finish/sor.md
4218,v0-91-6-tools-validation-reduce-ordinary-rust-target-multiplication,[v0.91.6][tools][validation] Reduce ordinary Rust target multiplication,closed,2026-06-19T17:15:32Z,2026-06-19T19:58:28Z,444,derived,sor_execution_window,9776,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4218-v0-91-6-tools-validation-reduce-ordinary-rust-target-multiplication.md,.adl/v0.91.6/tasks/issue-4218__v0-91-6-tools-validation-reduce-ordinary-rust-target-multiplication/sor.md
4219,v0-91-6-tools-validation-split-slow-proof-validation-families,[v0.91.6][tools][validation] Split slow-proof validation families,closed,2026-06-19T17:15:34Z,2026-06-20T00:30:35Z,1186,derived,sor_execution_window,26101,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4219-v0-91-6-tools-validation-split-slow-proof-validation-families.md,.adl/v0.91.6/tasks/issue-4219__v0-91-6-tools-validation-split-slow-proof-validation-families/sor.md
4220,v0-91-6-tools-validation-add-validation-growth-guardrails,[v0.91.6][tools][validation] Add validation growth guardrails,closed,2026-06-19T17:15:36Z,2026-06-20T01:52:39Z,5009,derived,sor_execution_window,31023,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4220-v0-91-6-tools-validation-add-validation-growth-guardrails.md,.adl/v0.91.6/tasks/issue-4220__v0-91-6-tools-validation-add-validation-growth-guardrails/sor.md
4223,v0-91-6-tests-pvf-index-long-validation-lanes-over-60-seconds,[v0.91.6][tests][pvf] Define A/B validation lanes for long-test fan-out,closed,2026-06-19T17:58:00Z,2026-06-20T18:05:30Z,5337,derived,sor_execution_window,86850,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4223-v0-91-6-tests-pvf-index-long-validation-lanes-over-60-seconds.md,.adl/v0.91.6/tasks/issue-4223__v0-91-6-tests-pvf-index-long-validation-lanes-over-60-seconds/sor.md
4225,v0-91-6-tools-pvf-archive-ci-build-logs-to-s3-backed-evidence-store,[v0.91.6][tools][pvf] Archive CI build logs to S3-backed evidence store,closed,2026-06-19T18:14:39Z,2026-06-19T19:01:47Z,600,derived,sor_execution_window,2828,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4225-v0-91-6-tools-pvf-archive-ci-build-logs-to-s3-backed-evidence-store.md,.adl/v0.91.6/tasks/issue-4225__v0-91-6-tools-pvf-archive-ci-build-logs-to-s3-backed-evidence-store/sor.md
4229,v0-91-6-docs-agents-document-local-github-token-file-source,[v0.91.6][docs][agents] Document local GitHub token-file source,closed,2026-06-19T18:43:05Z,2026-06-19T19:03:20Z,592,derived,sor_execution_window,1215,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4229-v0-91-6-docs-agents-document-local-github-token-file-source.md,.adl/v0.91.6/tasks/issue-4229__v0-91-6-docs-agents-document-local-github-token-file-source/sor.md
4231,require-goal-creation-for-tracked-issue-sessions,[v0.91.6][tools] Require goal creation for tracked issue sessions,closed,2026-06-19T18:45:31Z,2026-06-19T19:58:09Z,4456,derived,sor_execution_window,4358,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4231-require-goal-creation-for-tracked-issue-sessions.md,.adl/v0.91.6/tasks/issue-4231__require-goal-creation-for-tracked-issue-sessions/sor.md
4234,route-unaccounted-active-tbd-documents,[v0.91.6][planning] Route unaccounted active TBD documents,closed,2026-06-19T19:12:56Z,2026-06-19T19:36:46Z,1314,derived,sor_execution_window,1430,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4234-route-unaccounted-active-tbd-documents.md,.adl/v0.91.6/tasks/issue-4234__route-unaccounted-active-tbd-documents/sor.md
4235,v0-91-6-tools-shepherd-tracked-issue-goals-through-green-pr-state-and-immediate-closeout,[v0.91.6][tools] Shepherd tracked issue goals through green PR state and immediate closeout,closed,2026-06-19T19:14:26Z,2026-06-20T02:37:23Z,1440,derived,sor_execution_window,26577,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4235-v0-91-6-tools-shepherd-tracked-issue-goals-through-green-pr-state-and-immediate-closeout.md,.adl/v0.91.6/tasks/issue-4235__v0-91-6-tools-shepherd-tracked-issue-goals-through-green-pr-state-and-immediate-closeout/sor.md
4236,v0-91-6-tools-auto-create-session-goals-for-sprint-execution-packet-work,[v0.91.6][tools] Auto-create session goals for Sprint Execution Packet work,closed,2026-06-19T19:14:27Z,2026-06-20T02:10:55Z,3720,derived,sor_execution_window,24988,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4236-v0-91-6-tools-auto-create-session-goals-for-sprint-execution-packet-work.md,.adl/v0.91.6/tasks/issue-4236__v0-91-6-tools-auto-create-session-goals-for-sprint-execution-packet-work/sor.md
4237,v0-91-6-tools-session-goal-workflow-hardening-mini-sprint,[v0.91.6][tools] Session-goal workflow hardening mini-sprint,closed,2026-06-19T19:19:43Z,2026-06-20T07:52:31Z,0,derived,sor_execution_window,45168,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4237-v0-91-6-tools-session-goal-workflow-hardening-mini-sprint.md,.adl/v0.91.6/tasks/issue-4237__v0-91-6-tools-session-goal-workflow-hardening-mini-sprint/sor.md
4241,v0-91-6-runtime-sprint-runtime-resilience-follow-on-sprint,[v0.91.6][runtime][sprint] Runtime resilience follow-on sprint,closed,2026-06-19T19:45:24Z,2026-06-21T00:11:42Z,93744,derived,sor_execution_window,102378,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4241-v0-91-6-runtime-sprint-runtime-resilience-follow-on-sprint.md,.adl/v0.91.6/tasks/issue-4241__v0-91-6-runtime-sprint-runtime-resilience-follow-on-sprint/sor.md
4242,v0-91-6-runtime-tokio-add-async-tracing-and-runtime-health-correlation,[v0.91.6][runtime][tokio] Add async tracing and runtime health correlation,closed,2026-06-19T19:45:30Z,2026-06-20T08:35:19Z,0,derived,sor_execution_window,46189,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4242-v0-91-6-runtime-tokio-add-async-tracing-and-runtime-health-correlation.md,.adl/v0.91.6/tasks/issue-4242__v0-91-6-runtime-tokio-add-async-tracing-and-runtime-health-correlation/sor.md
4243,v0-91-6-runtime-resilience-add-shared-timeout-retry-backpressure-middleware,[v0.91.6][runtime][resilience] Add shared timeout retry backpressure middleware,closed,2026-06-19T19:45:37Z,2026-06-20T18:04:07Z,0,derived,sor_execution_window,80310,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4243-v0-91-6-runtime-resilience-add-shared-timeout-retry-backpressure-middleware.md,.adl/v0.91.6/tasks/issue-4243__v0-91-6-runtime-resilience-add-shared-timeout-retry-backpressure-middleware/sor.md
4244,v0-91-6-runtime-concurrency-add-loom-proof-for-runtime-coordination-races,[v0.91.6][runtime][concurrency] Add loom proof for runtime coordination races,closed,2026-06-19T19:45:45Z,2026-06-20T09:24:30Z,738,derived,sor_execution_window,49125,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4244-v0-91-6-runtime-concurrency-add-loom-proof-for-runtime-coordination-races.md,.adl/v0.91.6/tasks/issue-4244__v0-91-6-runtime-concurrency-add-loom-proof-for-runtime-coordination-races/sor.md
4245,v0-91-6-runtime-soak-execute-integrated-runtime-soak-proof,[v0.91.6][runtime][soak] Execute integrated runtime soak proof,closed,2026-06-19T19:45:52Z,2026-06-20T21:26:54Z,33148,derived,sor_execution_window,92462,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4245-v0-91-6-runtime-soak-execute-integrated-runtime-soak-proof.md,.adl/v0.91.6/tasks/issue-4245__v0-91-6-runtime-soak-execute-integrated-runtime-soak-proof/sor.md
4246,v0-91-6-runtime-continuity-add-checkpoint-restore-replay-continuity-slice,[v0.91.6][runtime][continuity] Add checkpoint restore replay continuity slice,closed,2026-06-19T19:45:58Z,2026-06-20T23:21:57Z,831,derived,sor_execution_window,99359,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4246-v0-91-6-runtime-continuity-add-checkpoint-restore-replay-continuity-slice.md,.adl/v0.91.6/tasks/issue-4246__v0-91-6-runtime-continuity-add-checkpoint-restore-replay-continuity-slice/sor.md
4247,v0-91-6-runtime-autonomy-add-governed-autonomous-verification-controls,[v0.91.6][runtime][autonomy] Add governed autonomous verification controls,closed,2026-06-19T19:46:04Z,2026-06-20T22:30:24Z,0,derived,sor_execution_window,96260,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4247-v0-91-6-runtime-autonomy-add-governed-autonomous-verification-controls.md,.adl/v0.91.6/tasks/issue-4247__v0-91-6-runtime-autonomy-add-governed-autonomous-verification-controls/sor.md
4248,v0-91-6-runtime-autonomy-execute-first-bounded-autonomous-red-blue-proof,[v0.91.6][runtime][autonomy] Execute first bounded autonomous red blue proof,closed,2026-06-19T19:46:10Z,2026-06-20T23:17:33Z,891,derived,sor_execution_window,99083,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4248-v0-91-6-runtime-autonomy-execute-first-bounded-autonomous-red-blue-proof.md,.adl/v0.91.6/tasks/issue-4248__v0-91-6-runtime-autonomy-execute-first-bounded-autonomous-red-blue-proof/sor.md
4250,v0-91-6-review-fix-sprint-queue-completed-sprints-review-remediation,[v0.91.6][review-fix][sprint] Queue completed-sprints review remediation,closed,2026-06-19T20:10:13Z,2026-06-20T07:28:51Z,0,derived,sor_execution_window,40718,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4250-v0-91-6-review-fix-sprint-queue-completed-sprints-review-remediation.md,.adl/v0.91.6/tasks/issue-4250__v0-91-6-review-fix-sprint-queue-completed-sprints-review-remediation/sor.md
4251,v0-91-6-review-fix-evidence-repair-sprint-lifecycle-and-review-evidence-truth,[v0.91.6][review-fix][evidence] Repair sprint lifecycle and review evidence truth,closed,2026-06-19T20:10:16Z,2026-06-20T03:36:13Z,0,derived,sor_execution_window,26757,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4251-v0-91-6-review-fix-evidence-repair-sprint-lifecycle-and-review-evidence-truth.md,.adl/v0.91.6/tasks/issue-4251__v0-91-6-review-fix-evidence-repair-sprint-lifecycle-and-review-evidence-truth/sor.md
4252,v0-91-6-review-fix-folded-recover-missing-4141-task-bundle,[v0.91.6][review-fix][folded] Recover missing 4141 task bundle,closed,2026-06-19T20:10:18Z,2026-06-20T07:56:44Z,unknown,unknown,sor_issue_metrics_truth,42386,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,cycle_only_recovered,no,low,actual_session_elapsed: Derived from the issue-local SOR Issue Metrics Truth section when present. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4252-v0-91-6-review-fix-folded-recover-missing-4141-task-bundle.md,.adl/v0.91.6/tasks/issue-4252__v0-91-6-review-fix-folded-recover-missing-4141-task-bundle/sor.md
4253,v0-91-6-review-fix-docs-align-milestone-docs-with-completed-sprint-truth,[v0.91.6][review-fix][docs] Align milestone docs with completed sprint truth,closed,2026-06-19T20:10:20Z,2026-06-20T03:50:04Z,0,derived,sor_execution_window,27584,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4253-v0-91-6-review-fix-docs-align-milestone-docs-with-completed-sprint-truth.md,.adl/v0.91.6/tasks/issue-4253__v0-91-6-review-fix-docs-align-milestone-docs-with-completed-sprint-truth/sor.md
4254,v0-91-6-review-fix-folded-standardize-sprint-review-closeout-packets,[v0.91.6][review-fix][folded] Standardize sprint review closeout packets,closed,2026-06-19T20:10:22Z,2026-06-20T07:56:44Z,unknown,unknown,sor_issue_metrics_truth,42382,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,cycle_only_recovered,no,low,actual_session_elapsed: Derived from the issue-local SOR Issue Metrics Truth section when present. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4254-v0-91-6-review-fix-folded-standardize-sprint-review-closeout-packets.md,.adl/v0.91.6/tasks/issue-4254__v0-91-6-review-fix-folded-standardize-sprint-review-closeout-packets/sor.md
